Gross/ Net;Economic activity;Time period;Average monthly wages
Gross;S94 Activities of membership organisations;October 2024;1749
Gross;S94 Activities of membership organisations;November 2024;1687
Gross;S94 Activities of membership organisations;December 2024;2062
Gross;S95 Repair of computers and personal and household goods;January 2005;168
Gross;S95 Repair of computers and personal and household goods;February 2005;165
Gross;S95 Repair of computers and personal and household goods;March 2005;168
Gross;S95 Repair of computers and personal and household goods;April 2005;166
Gross;S95 Repair of computers and personal and household goods;May 2005;170
Gross;S95 Repair of computers and personal and household goods;June 2005;161
Gross;S95 Repair of computers and personal and household goods;July 2005;157
Gross;S95 Repair of computers and personal and household goods;August 2005;167
Gross;S95 Repair of computers and personal and household goods;September 2005;169
Gross;S95 Repair of computers and personal and household goods;October 2005;171
Gross;S95 Repair of computers and personal and household goods;November 2005;171
Gross;S95 Repair of computers and personal and household goods;December 2005;197
Gross;S95 Repair of computers and personal and household goods;January 2006;159
Gross;S95 Repair of computers and personal and household goods;February 2006;163
Gross;S95 Repair of computers and personal and household goods;March 2006;164
Gross;S95 Repair of computers and personal and household goods;April 2006;171
Gross;S95 Repair of computers and personal and household goods;May 2006;181
Gross;S95 Repair of computers and personal and household goods;June 2006;171
Gross;S95 Repair of computers and personal and household goods;July 2006;179
Gross;S95 Repair of computers and personal and household goods;August 2006;185
Gross;S95 Repair of computers and personal and household goods;September 2006;185
Gross;S95 Repair of computers and personal and household goods;October 2006;193
Gross;S95 Repair of computers and personal and household goods;November 2006;195
Gross;S95 Repair of computers and personal and household goods;December 2006;206
Gross;S95 Repair of computers and personal and household goods;January 2007;288
Gross;S95 Repair of computers and personal and household goods;February 2007;280
Gross;S95 Repair of computers and personal and household goods;March 2007;287
Gross;S95 Repair of computers and personal and household goods;April 2007;293
Gross;S95 Repair of computers and personal and household goods;May 2007;296
Gross;S95 Repair of computers and personal and household goods;June 2007;310
Gross;S95 Repair of computers and personal and household goods;July 2007;295
Gross;S95 Repair of computers and personal and household goods;August 2007;300
Gross;S95 Repair of computers and personal and household goods;September 2007;294
Gross;S95 Repair of computers and personal and household goods;October 2007;327
Gross;S95 Repair of computers and personal and household goods;November 2007;311
Gross;S95 Repair of computers and personal and household goods;December 2007;338
Gross;S95 Repair of computers and personal and household goods;January 2008;387
Gross;S95 Repair of computers and personal and household goods;February 2008;394
Gross;S95 Repair of computers and personal and household goods;March 2008;379
Gross;S95 Repair of computers and personal and household goods;April 2008;393
Gross;S95 Repair of computers and personal and household goods;May 2008;388
Gross;S95 Repair of computers and personal and household goods;June 2008;388
Gross;S95 Repair of computers and personal and household goods;July 2008;420
Gross;S95 Repair of computers and personal and household goods;August 2008;404
Gross;S95 Repair of computers and personal and household goods;September 2008;412
Gross;S95 Repair of computers and personal and household goods;October 2008;387
Gross;S95 Repair of computers and personal and household goods;November 2008;377
Gross;S95 Repair of computers and personal and household goods;December 2008;395
Gross;S95 Repair of computers and personal and household goods;January 2009;403
Gross;S95 Repair of computers and personal and household goods;February 2009;424
Gross;S95 Repair of computers and personal and household goods;March 2009;392
Gross;S95 Repair of computers and personal and household goods;April 2009;389
Gross;S95 Repair of computers and personal and household goods;May 2009;383
Gross;S95 Repair of computers and personal and household goods;June 2009;389
Gross;S95 Repair of computers and personal and household goods;July 2009;406
Gross;S95 Repair of computers and personal and household goods;August 2009;391
Gross;S95 Repair of computers and personal and household goods;September 2009;386
Gross;S95 Repair of computers and personal and household goods;October 2009;393
Gross;S95 Repair of computers and personal and household goods;November 2009;387
Gross;S95 Repair of computers and personal and household goods;December 2009;396
Gross;S95 Repair of computers and personal and household goods;January 2010;403
Gross;S95 Repair of computers and personal and household goods;February 2010;390
Gross;S95 Repair of computers and personal and household goods;March 2010;422
Gross;S95 Repair of computers and personal and household goods;April 2010;391
Gross;S95 Repair of computers and personal and household goods;May 2010;418
Gross;S95 Repair of computers and personal and household goods;June 2010;432
Gross;S95 Repair of computers and personal and household goods;July 2010;425
Gross;S95 Repair of computers and personal and household goods;August 2010;410
Gross;S95 Repair of computers and personal and household goods;September 2010;426
Gross;S95 Repair of computers and personal and household goods;October 2010;394
Gross;S95 Repair of computers and personal and household goods;November 2010;404
Gross;S95 Repair of computers and personal and household goods;December 2010;419
Gross;S95 Repair of computers and personal and household goods;January 2011;407
Gross;S95 Repair of computers and personal and household goods;February 2011;408
Gross;S95 Repair of computers and personal and household goods;March 2011;425
Gross;S95 Repair of computers and personal and household goods;April 2011;411
Gross;S95 Repair of computers and personal and household goods;May 2011;421
Gross;S95 Repair of computers and personal and household goods;June 2011;424
Gross;S95 Repair of computers and personal and household goods;July 2011;440
Gross;S95 Repair of computers and personal and household goods;August 2011;452
Gross;S95 Repair of computers and personal and household goods;September 2011;450
Gross;S95 Repair of computers and personal and household goods;October 2011;441
Gross;S95 Repair of computers and personal and household goods;November 2011;440
Gross;S95 Repair of computers and personal and household goods;December 2011;462
Gross;S95 Repair of computers and personal and household goods;January 2012;451
Gross;S95 Repair of computers and personal and household goods;February 2012;440
Gross;S95 Repair of computers and personal and household goods;March 2012;449
Gross;S95 Repair of computers and personal and household goods;April 2012;427
